language,length,word,display,in_answer_pool
id,7,seajaib,seajaib,false
id,7,seakrab,seakrab,false
id,7,seaktif,seaktif,false
id,7,seampuh,seampuh,false
id,7,seampul,seampul,false
id,7,seandal,seandal,false
id,7,seangin,seangin,false
id,7,seangka,seangka,false
id,7,seantik,seantik,false
id,7,searoma,searoma,false
id,7,searsip,searsip,false
id,7,seartis,seartis,false
id,7,seasing,seasing,false
id,7,seasyik,seasyik,false
id,7,sebabak,sebabak,false
id,7,sebabat,sebabat,false
id,7,sebadan,sebadan,false
id,7,sebagai,sebagai,true
id,7,sebagus,sebagus,true
id,7,sebahat,sebahat,false
id,7,sebaran,sebaran,false
id,7,sebarau,sebarau,false
id,7,sebaris,sebaris,false
id,7,sebaruk,sebaruk,false
id,7,sebasah,sebasah,false
id,7,sebatas,sebatas,false
id,7,sebatin,sebatin,false
id,7,sebawah,sebawah,false
id,7,sebayau,sebayau,false
id,7,sebekah,sebekah,false
id,7,sebelah,sebelah,true
id,7,sebelas,sebelas,true
id,7,sebelum,sebelum,true
id,7,sebesar,sebesar,true
id,7,sebitan,sebitan,false
id,7,seblang,seblang,false
id,7,sebodoh,sebodoh,true
id,7,sebukan,sebukan,false
id,7,sebunyi,sebunyi,false
id,7,seburas,seburas,false
id,7,seburut,seburut,false
id,7,sebutan,sebutan,true
id,7,sebuyut,sebuyut,false
id,7,secabul,secabul,false
id,7,secacat,secacat,false
id,7,secakap,secakap,false
id,7,secapai,secapai,false
id,7,secarik,secarik,false
id,7,secatam,secatam,false
id,7,secebir,secebir,false
id,7,secebis,secebis,false
id,7,sececah,sececah,false
id,7,secedok,secedok,false
id,7,secelah,secelah,false
id,7,secemar,secemar,false
id,7,secemas,secemas,false
id,7,secepat,secepat,true
id,7,secerah,secerah,false
id,7,secerca,secerca,false
id,7,secerek,secerek,false
id,7,seceria,seceria,false
id,7,seciduk,seciduk,false
id,7,secocok,secocok,false
id,7,secolek,secolek,false
id,7,secomel,secomel,false
id,7,secorak,secorak,false
id,7,secubit,secubit,false
id,7,secukup,secukup,false
id,7,secupak,secupak,false
id,7,sedahan,sedahan,false
id,7,sedakap,sedakap,false
id,7,sedanau,sedanau,false
id,7,sedapan,sedapan,false
id,7,sedapat,sedapat,false
id,7,sedapur,sedapur,false
id,7,sedarah,sedarah,false
id,7,sedarum,sedarum,false
id,7,sedarun,sedarun,false
id,7,sedatar,sedatar,false
id,7,sedatif,sedatif,false
id,7,sedawai,sedawai,false
id,7,sedekah,sedekah,false
id,7,sedekap,sedekap,false
id,7,sedekat,sedekat,true
id,7,sederap,sederap,false
id,7,sederas,sederas,false
id,7,sederet,sederet,false
id,7,sederum,sederum,false
id,7,sedetik,sedetik,false
id,7,sediaan,sediaan,false
id,7,sedikit,sedikit,true
id,7,sedimen,sedimen,false
id,7,sedotan,sedotan,false
id,7,seduhan,seduhan,false
id,7,seduksi,seduksi,false
id,7,sedukuh,sedukuh,false
id,7,sedunia,sedunia,false
id,7,sedusin,sedusin,false
id,7,sedusta,sedusta,false
id,7,seelite,seelite,false
id,7,seemosi,seemosi,false
id,7,seempuk,seempuk,false
id,7,seencer,seencer,false
id,7,sefasih,sefasih,false
id,7,sefokus,sefokus,false
id,7,segaduh,segaduh,false
id,7,segagah,segagah,false
id,7,segalak,segalak,false
id,7,segalau,segalau,false
id,7,seganas,seganas,false
id,7,seganda,seganda,false
id,7,segaris,segaris,false
id,7,segatal,segatal,false
id,7,segaung,segaung,false
id,7,segawat,segawat,false
id,7,segayoh,segayoh,false
id,7,segeger,segeger,false
id,7,segelan,segelan,false
id,7,segelap,segelap,false
id,7,segelas,segelas,true
id,7,segemal,segemal,false
id,7,segenap,segenap,true
id,7,segepok,segepok,false
id,7,segetil,segetil,false
id,7,sehabis,sehabis,false
id,7,seharah,seharah,false
id,7,sehasta,sehasta,false
id,7,sehelai,sehelai,false
id,7,sehidup,sehidup,false
id,7,sehilir,sehilir,false
id,7,seingat,seingat,false
id,7,seirama,seirama,false
id,7,seiring,seiring,true
id,7,seismik,seismik,false
id,7,sejabat,sejabat,false
id,7,sejagat,sejagat,false
id,7,sejajar,sejajar,false
id,7,sejalan,sejalan,false
id,7,sejarah,sejarah,true
id,7,sejaras,sejaras,false
id,7,sejawat,sejawat,false
id,7,sejenak,sejenak,true
id,7,sejenis,sejenis,true
id,7,sejeput,sejeput,false
id,7,sejerat,sejerat,false
id,7,sejibun,sejibun,false
id,7,sejodoh,sejodoh,false
id,7,sejurus,sejurus,false
id,7,sekadar,sekadar,true
id,7,sekadau,sekadau,false
id,7,sekadim,sekadim,false
id,7,sekakar,sekakar,false
id,7,sekaker,sekaker,false
id,7,sekalor,sekalor,false
id,7,sekanak,sekanak,false
id,7,sekapan,sekapan,false
id,7,sekarat,sekarat,true
id,7,sekatan,sekatan,false
id,7,sekaten,sekaten,false
id,7,sekebat,sekebat,false
id,7,sekeber,sekeber,false
id,7,sekebun,sekebun,false
id,7,sekecil,sekecil,false
id,7,sekedar,sekedar,true
id,7,sekedup,sekedup,false
id,7,sekejap,sekejap,true
id,7,sekelap,sekelap,false
id,7,sekelat,sekelat,false
id,7,sekendi,sekendi,false
id,7,sekepal,sekepal,false
id,7,sekepat,sekepat,false
id,7,sekeram,sekeram,false
id,7,sekerek,sekerek,false
id,7,sekerja,sekerja,false
id,7,sekesel,sekesel,false
id,7,seketek,seketek,false
id,7,seketel,seketel,false
id,7,seketil,seketil,false
id,7,seketip,seketip,false
id,7,seketul,seketul,false
id,7,sekilap,sekilap,false
id,7,sekilas,sekilas,true
id,7,sekiram,sekiram,false
id,7,sekitar,sekitar,true
id,7,sekolah,sekolah,true
id,7,sekonar,sekonar,false
id,7,sekosol,sekosol,false
id,7,sekotah,sekotah,false
id,7,sekotes,sekotes,false
id,7,sekresi,sekresi,false
id,7,sekreta,sekreta,false
id,7,sekring,sekring,false
id,7,seksama,seksama,true
id,7,sekstan,sekstan,false
id,7,sekstet,sekstet,false
id,7,seksual,seksual,true
id,7,sekubit,sekubit,false
id,7,sekuens,sekuens,false
id,7,sekujur,sekujur,false
id,7,sekuler,sekuler,false
id,7,sekulir,sekulir,false
id,7,sekunar,sekunar,false
id,7,sekutil,sekutil,false
id,7,sekutip,sekutip,false
id,7,sekutuk,sekutuk,false
id,7,selabar,selabar,false
id,7,selaber,selaber,false
id,7,seladon,seladon,false
id,7,selamat,selamat,true
id,7,selamba,selamba,false
id,7,selampe,selampe,false
id,7,selapan,selapan,false
id,7,selapik,selapik,false
id,7,selaput,selaput,false
id,7,selarak,selarak,false
id,7,selarap,selarap,false
id,7,selaras,selaras,false
id,7,selarik,selarik,false
id,7,selasar,selasar,false
id,7,selasih,selasih,false
id,7,selatan,selatan,true
id,7,selawah,selawah,false
id,7,selawat,selawat,false
id,7,selayak,selayak,false
id,7,selayar,selayar,false
id,7,selayun,selayun,false
id,7,selayur,selayur,false
id,7,selayut,selayut,false
id,7,selebar,selebar,false
id,7,seleder,seleder,false
id,7,seledet,seledet,false
id,7,seledri,seledri,false
id,7,seledup,seledup,false
id,7,selekeh,selekeh,false
id,7,selekoh,selekoh,false
id,7,selekor,selekor,false
id,7,seleksi,seleksi,true
id,7,seleler,seleler,false
id,7,selepas,selepas,true
id,7,selepat,selepat,false
id,7,seleper,seleper,false
id,7,selerak,selerak,false
id,7,seleret,seleret,false
id,7,selesai,selesai,true
id,7,selesma,selesma,false
id,7,seletuk,seletuk,false
id,7,selewat,selewat,false
id,7,selfing,selfing,false
id,7,selibat,selibat,false
id,7,selibut,selibut,false
id,7,selidik,selidik,false
id,7,seligit,seligit,false
id,7,selilit,selilit,false
id,7,selimbu,selimbu,false
id,7,selimut,selimut,true
id,7,selinap,selinap,false
id,7,selipan,selipan,false
id,7,selipar,selipar,false
id,7,selirak,selirak,false
id,7,selirat,selirat,false
id,7,selirik,selirik,false
id,7,selisih,selisih,false
id,7,selisik,selisik,false
id,7,selisip,selisip,false
id,7,selisir,selisir,false
id,7,seliwen,seliwen,false
id,7,seliwer,seliwer,false
id,7,selobok,selobok,false
id,7,selofan,selofan,false
id,7,selokan,selokan,true
id,7,selomot,selomot,false
id,7,seloper,seloper,false
id,7,seloroh,seloroh,false
id,7,selosoh,selosoh,false
id,7,selotip,selotip,false
id,7,seloyak,seloyak,false
id,7,seluang,seluang,false
id,7,seluduk,seluduk,false
id,7,seludup,seludup,false
id,7,selugot,selugot,false
id,7,selukat,selukat,false
id,7,selular,selular,false
id,7,seluler,seluler,false
id,7,selulit,selulit,false
id,7,selulup,selulup,false
id,7,selulur,selulur,false
id,7,selulus,selulus,false
id,7,selumar,selumar,false
id,7,selumur,selumur,false
id,7,selupan,selupan,false
id,7,selupat,selupat,false
id,7,selurah,selurah,false
id,7,seluruh,seluruh,true
id,7,selusuh,selusuh,false
id,7,selusup,selusup,false
id,7,selusur,selusur,false
id,7,semacam,semacam,true
id,7,semafor,semafor,false
id,7,semahal,semahal,false
id,7,semahan,semahan,false
id,7,semaian,semaian,false
id,7,semakin,semakin,true
id,7,semalam,semalam,true
id,7,semambu,semambu,false
id,7,semampu,semampu,false
id,7,semanak,semanak,false
id,7,semanda,semanda,false
id,7,semanis,semanis,false
id,7,semanja,semanja,false
id,7,semaput,semaput,false
id,7,semarai,semarai,false
id,7,semarak,semarak,false
id,7,semaram,semaram,false
id,7,semasih,semasih,false
id,7,sematan,sematan,false
id,7,semawar,semawar,false
id,7,semayam,semayam,false
id,7,sembada,sembada,false
id,7,sembagi,sembagi,false
id,7,sembako,sembako,false
id,7,sembari,sembari,false
id,7,sembesi,sembesi,false
id,7,sembeta,sembeta,false
id,7,sembilu,sembilu,false
id,7,semboja,semboja,false
id,7,sembung,sembung,false
id,7,semecah,semecah,false
id,7,semedot,semedot,false
id,7,semejak,semejak,false
id,7,semeleh,semeleh,false
id,7,sememeh,sememeh,false
id,7,semenan,semenan,false
id,7,semenda,semenda,false
id,7,semende,semende,false
id,7,semerta,semerta,false
id,7,semesta,semesta,true
id,7,semiang,semiang,false
id,7,semilat,semilat,false
id,7,semilir,semilir,false
id,7,seminai,seminai,false
id,7,seminal,seminal,false
id,7,seminar,seminar,false
id,7,seminau,seminau,false
id,7,semisal,semisal,false
id,7,sempada,sempada,false
id,7,sempana,sempana,false
id,7,sempang,sempang,false
id,7,sempena,sempena,false
id,7,semplak,semplak,false
id,7,semprit,semprit,false
id,7,semprot,semprot,false
id,7,semudah,semudah,true
id,7,semudik,semudik,false
id,7,semujur,semujur,false
id,7,semuntu,semuntu,false
id,7,semusim,semusim,false
id,7,senantu,senantu,false
id,7,senapan,senapan,true
id,7,senapas,senapas,false
id,7,senarai,senarai,false
id,7,senario,senario,false
id,7,senasib,senasib,false
id,7,senator,senator,true
id,7,senawak,senawak,false
id,7,senawan,senawan,false
id,7,senawar,senawar,false
id,7,senawat,senawat,false
id,7,sendalu,sendalu,false
id,7,sendang,sendang,false
id,7,sendawa,sendawa,false
id,7,sendeng,sendeng,false
id,7,sending,sending,false
id,7,sendiri,sendiri,true
id,7,senewen,senewen,false
id,7,sengaja,sengaja,true
id,7,senggah,senggah,false
id,7,senggak,senggak,false
id,7,senggat,senggat,false
id,7,senggau,senggau,false
id,7,sengget,sengget,false
id,7,senggik,senggik,false
id,7,senggol,senggol,false
id,7,senggot,senggot,false
id,7,sengguk,sengguk,false
id,7,senggut,senggut,false
id,7,sengkak,sengkak,false
id,7,sengkal,sengkal,false
id,7,sengkar,sengkar,false
id,7,sengked,sengked,false
id,7,sengkek,sengkek,false
id,7,sengkel,sengkel,false
id,7,sengker,sengker,false
id,7,sengkil,sengkil,false
id,7,sengsai,sengsai,false
id,7,sengsam,sengsam,false
id,7,sengsem,sengsem,false
id,7,senigai,senigai,false
id,7,seniman,seniman,true
id,7,seniwan,seniwan,false
id,7,senjang,senjang,false
id,7,senjata,senjata,true
id,7,senjong,senjong,false
id,7,senonoh,senonoh,false
id,7,sensasi,sensasi,true
id,7,sensual,sensual,false
id,7,sentada,sentada,false
id,7,sentadu,sentadu,false
id,7,sentagi,sentagi,false
id,7,sentaka,sentaka,false
id,7,sentali,sentali,false
id,7,sentana,sentana,false
id,7,sentani,sentani,false
id,7,senteng,senteng,false
id,7,senteri,senteri,false
id,7,senting,senting,false
id,7,sentong,sentong,false
id,7,sentosa,sentosa,false
id,7,sentral,sentral,false
id,7,sentrum,sentrum,false
id,7,sentung,sentung,false
id,7,senuhun,senuhun,false
id,7,senyawa,senyawa,true
id,7,sepadan,sepadan,true
id,7,sepadia,sepadia,false
id,7,sepaham,sepaham,false
id,7,sepahit,sepahit,false
id,7,sepakan,sepakan,false
id,7,sepakat,sepakat,true
id,7,sepanar,sepanar,false
id,7,separas,separas,false
id,7,separuh,separuh,true
id,7,sepasan,sepasan,false
id,7,sepasin,sepasin,false
id,7,sepedas,sepedas,false
id,7,sepegoh,sepegoh,false
id,7,sepekuk,sepekuk,false
id,7,sepelan,sepelan,false
id,7,sepenuh,sepenuh,true
id,7,sepepak,sepepak,false
id,7,seperah,seperah,false
id,7,sepersi,sepersi,false
id,7,seperti,seperti,true
id,7,seperut,seperut,false
id,7,sepeser,sepeser,false
id,7,sepetir,sepetir,false
id,7,sepicis,sepicis,false
id,7,sepihak,sepihak,false
id,7,sepiker,sepiker,false
id,7,sepilis,sepilis,false
id,7,septima,septima,false
id,7,sepuhan,sepuhan,false
id,7,sepukal,sepukal,false
id,7,sepulih,sepulih,false
id,7,sepuluh,sepuluh,true
id,7,sepusat,sepusat,false
id,7,seputar,seputar,false
id,7,serabai,serabai,false
id,7,serabut,serabut,false
id,7,seracik,seracik,false
id,7,seragam,seragam,true
id,7,serahan,serahan,false
id,7,serakah,serakah,true
id,7,serakit,serakit,false
id,7,serambi,serambi,false
id,7,serampu,serampu,false
id,7,seranah,seranah,false
id,7,seranta,seranta,false
id,7,serapah,serapah,false
id,7,serapan,serapan,false
id,7,serapat,serapat,false
id,7,serasah,serasah,false
id,7,serasam,serasam,false
id,7,seratah,seratah,false
id,7,seratus,seratus,true
id,7,serawai,serawai,false
id,7,serawak,serawak,false
id,7,serawal,serawal,false
id,7,serawan,serawan,false
id,7,serbuan,serbuan,false
id,7,serdadu,serdadu,false
id,7,serdang,serdang,false
id,7,serdawa,serdawa,false
id,7,sereguk,sereguk,false
id,7,seremeh,seremeh,false
id,7,serempe,serempe,false
id,7,serempu,serempu,false
id,7,serenta,serenta,false
id,7,serepih,serepih,false
id,7,seresah,seresah,false
id,7,seresam,seresam,false
id,7,seresin,seresin,false
id,7,serikat,serikat,true
id,7,serimis,serimis,false
id,7,serimpi,serimpi,false
id,7,seriosa,seriosa,false
id,7,seritan,seritan,false
id,7,serling,serling,false
id,7,serobeh,serobeh,false
id,7,serobok,serobok,false
id,7,serobot,serobot,false
id,7,serodok,serodok,false
id,7,serokan,serokan,false
id,7,seronok,seronok,false
id,7,seropot,seropot,false
id,7,serosoh,serosoh,false
id,7,sertaan,sertaan,false
id,7,seruduk,seruduk,false
id,7,serugat,serugat,false
id,7,serumah,serumah,false
id,7,serumat,serumat,false
id,7,serumen,serumen,false
id,7,serumit,serumit,false
id,7,serunai,serunai,false
id,7,serunda,serunda,false
id,7,serupih,serupih,false
id,7,seruput,seruput,false
id,7,serutan,serutan,false
id,7,seruyan,seruyan,false
id,7,seruyuk,seruyuk,false
id,7,serviks,serviks,false
id,7,sesagon,sesagon,false
id,7,sesaing,sesaing,false
id,7,sesajen,sesajen,false
id,7,sesalan,sesalan,false
id,7,sesalin,sesalin,false
id,7,sesanti,sesanti,false
id,7,sesapan,sesapan,false
id,7,sesaran,sesaran,false
id,7,sesayat,sesayat,false
id,7,sesenap,sesenap,false
id,7,sesepuh,sesepuh,false
id,7,sesibar,sesibar,false
id,7,sesibir,sesibir,false
id,7,seskoad,seskoad,false
id,7,seskoal,seskoal,false
id,7,seskoau,seskoau,false
id,7,sesobek,sesobek,false
id,7,sestina,sestina,false
id,7,sesuatu,sesuatu,true
id,7,sesudah,sesudah,true
id,7,sesukat,sesukat,false
id,7,setagen,setagen,false
id,7,setahap,setahap,false
id,7,setahun,setahun,true
id,7,setakar,setakar,false
id,7,setakat,setakat,false
id,7,setaraf,setaraf,false
id,7,setaria,setaria,false
id,7,setawar,setawar,false
id,7,setebal,setebal,false
id,7,setegak,setegak,false
id,7,seteger,seteger,false
id,7,seteguk,seteguk,false
id,7,setekan,setekan,false
id,7,seteker,seteker,false
id,7,setelah,setelah,true
id,7,setelan,setelan,true
id,7,seteman,seteman,false
id,7,seterap,seterap,false
id,7,seteria,seteria,false
id,7,seterik,seterik,false
id,7,seterip,seterip,false
id,7,seterum,seterum,false
id,7,seterup,seterup,false
id,7,setewel,setewel,false
id,7,setiabu,setiabu,false
id,7,setikan,setikan,false
id,7,setinja,setinja,false
id,7,setiwal,setiwal,false
id,7,setiwel,setiwel,false
id,7,setoker,setoker,false
id,7,setolok,setolok,false
id,7,setolop,setolop,false
id,7,setopan,setopan,false
id,7,setoran,setoran,false
id,7,setoter,setoter,false
id,7,setreng,setreng,false
id,7,setrika,setrika,false
id,7,setubuh,setubuh,false
id,7,setumpu,setumpu,false
id,7,seturut,seturut,false
id,7,seudati,seudati,false
id,7,seujung,seujung,false
id,7,seulang,seulang,false
id,7,seuntil,seuntil,false
id,7,sewajar,sewajar,false
id,7,sewaktu,sewaktu,true
id,7,sewarna,sewarna,false
id,7,sezarah,sezarah,false
id,7,sferoid,sferoid,false
id,7,sholeha,sholeha,false
id,7,sialang,sialang,false
id,7,siamang,siamang,false
id,7,sianang,sianang,false
id,7,sianida,sianida,false
id,7,siantan,siantan,false
id,7,sibakan,sibakan,false
id,7,sibilan,sibilan,false
id,7,sibiran,sibiran,false
id,7,sibolga,sibolga,false
id,7,sibusuk,sibusuk,false
id,7,sicerek,sicerek,false
id,7,sidekah,sidekah,false
id,7,sideris,sideris,false
id,7,siderit,siderit,false
id,7,sifilis,sifilis,false
id,7,sigando,sigando,false
id,7,sigaret,sigaret,false
id,7,sigasir,sigasir,false
id,7,sigulai,sigulai,false
id,7,sikatan,sikatan,false
id,7,sikejut,sikejut,false
id,7,sikeras,sikeras,false
id,7,sikerei,sikerei,false
id,7,sikikih,sikikih,false
id,7,sikloid,sikloid,false
id,7,siksaan,siksaan,true
id,7,sikutan,sikutan,false
id,7,silabel,silabel,false
id,7,silabis,silabis,false
id,7,silabus,silabus,false
id,7,silakan,silakan,true
id,7,silalah,silalah,false
id,7,silaton,silaton,false
id,7,silihan,silihan,false
id,7,silikat,silikat,false
id,7,silikon,silikon,false
id,7,siliran,siliran,false
id,7,siluman,siluman,true
id,7,silvika,silvika,false
id,7,simaung,simaung,false
id,7,simbang,simbang,false
id,7,simbion,simbion,false
id,7,simetri,simetri,false
id,7,simfoni,simfoni,false
id,7,simpang,simpang,false
id,7,simpati,simpati,true
id,7,simping,simping,false
id,7,simprak,simprak,false
id,7,simuntu,simuntu,false
id,7,sinabar,sinabar,false
id,7,sinaran,sinaran,false
id,7,sinatan,sinatan,false
id,7,sinawar,sinawar,false
id,7,sindrom,sindrom,false
id,7,sinekia,sinekia,false
id,7,sinergi,sinergi,false
id,7,singgah,singgah,true
id,7,singgan,singgan,false
id,7,singgel,singgel,false
id,7,singgir,singgir,false
id,7,singgit,singgit,false
id,7,singgul,singgul,false
id,7,singkah,singkah,false
id,7,singkak,singkak,false
id,7,singkap,singkap,false
id,7,singkat,singkat,true
id,7,singkeh,singkeh,false
id,7,singkek,singkek,false
id,7,singkil,singkil,false
id,7,singkir,singkir,false
id,7,singkup,singkup,false
id,7,singkur,singkur,false
id,7,singlet,singlet,false
id,7,singsat,singsat,false
id,7,singset,singset,false
id,7,sinisme,sinisme,false
id,7,sinjang,sinjang,false
id,7,sinklin,sinklin,false
id,7,sinkope,sinkope,false
id,7,sinkron,sinkron,false
id,7,sinolog,sinolog,false
id,7,sinoman,sinoman,false
id,7,sinonim,sinonim,false
id,7,sinovia,sinovia,false
id,7,sinrili,sinrili,false
id,7,sintang,sintang,false
id,7,sintesa,sintesa,false
id,7,sintese,sintese,false
id,7,sinting,sinting,true
id,7,sintren,sintren,false
id,7,sintung,sintung,false
id,7,sinuhun,sinuhun,false
id,7,sinusal,sinusal,false
id,7,siongka,siongka,false
id,7,sipasin,sipasin,false
id,7,sipatan,sipatan,false
id,7,sipedas,sipedas,false
id,7,sipedes,sipedes,false
id,7,sipesan,sipesan,false
id,7,sipilis,sipilis,false
id,7,sipsela,sipsela,false
id,7,sipulut,sipulut,false
id,7,siraman,siraman,false
id,7,siratan,siratan,false
id,7,sirikan,sirikan,false
id,7,sirkuit,sirkuit,true
id,7,sirloin,sirloin,false
id,7,sirobok,sirobok,false
id,7,sirocco,sirocco,false
id,7,sirosis,sirosis,false
id,7,sisalak,sisalak,false
id,7,sisipan,sisipan,false
id,7,sismamu,sismamu,false
id,7,sistein,sistein,false
id,7,sistina,sistina,false
id,7,sistole,sistole,false
id,7,sistrum,sistrum,false
id,7,sisurut,sisurut,false
id,7,sitawar,sitawar,false
id,7,siteran,siteran,false
id,7,sitiran,sitiran,false
id,7,sitokin,sitokin,false
id,7,sitosis,sitosis,false
id,7,situasi,situasi,true
id,7,siungan,siungan,false
id,7,siwalan,siwalan,false
id,7,skabies,skabies,false
id,7,skandal,skandal,true
id,7,skatola,skatola,false
id,7,skeneri,skeneri,false
id,7,skeptis,skeptis,false
id,7,sketsel,sketsel,false
id,7,skiafit,skiafit,false
id,7,skiping,skiping,false
id,7,skizoid,skizoid,false
id,7,skorbut,skorbut,false
id,7,skorpio,skorpio,false
id,7,skotoma,skotoma,false
id,7,skripsi,skripsi,false
id,7,skrotum,skrotum,false
id,7,slagrum,slagrum,false
id,7,slendro,slendro,false
id,7,smelter,smelter,false
id,7,smoking,smoking,false
id,7,snooker,snooker,false
id,7,snorkel,snorkel,false
id,7,sobekan,sobekan,false
id,7,sodetan,sodetan,false
id,7,sodomia,sodomia,false
id,7,sodoran,sodoran,false
id,7,sofisme,sofisme,false
id,7,sofitel,sofitel,false
id,7,sogokan,sogokan,false
id,7,sogolan,sogolan,false
id,7,solawat,solawat,false
id,7,soldadu,soldadu,false
id,7,solehah,solehah,false
id,7,solider,solider,false
id,7,soliter,soliter,false
id,7,solokan,solokan,false
id,7,somatis,somatis,false
id,7,sombong,sombong,true
id,7,sompeng,sompeng,false
id,7,somplak,somplak,false
id,7,somplok,somplok,false
id,7,sompong,sompong,false
id,7,sompret,sompret,false
id,7,sondang,sondang,false
id,7,sondase,sondase,false
id,7,sondong,sondong,false
id,7,songgak,songgak,false
id,7,songket,songket,false
id,7,songkok,songkok,false
id,7,songkro,songkro,false
id,7,songong,songong,false
id,7,sonoran,sonoran,false
id,7,soppeng,soppeng,false
id,7,soprano,soprano,false
id,7,sorakan,sorakan,false
id,7,soreang,soreang,false
id,7,sorgawi,sorgawi,false
id,7,sorogan,sorogan,false
id,7,sorosis,sorosis,false
id,7,sorotan,sorotan,false
id,7,sositet,sositet,false
id,7,sosohan,sosohan,false
id,7,sowanda,sowanda,false
id,7,spageti,spageti,false
id,7,spakbor,spakbor,false
id,7,spalasi,spalasi,false
id,7,spanduk,spanduk,false
id,7,spaning,spaning,false
id,7,spanram,spanram,false
id,7,spanyol,spanyol,true
id,7,sparing,sparing,false
id,7,spartan,spartan,false
id,7,spasial,spasial,false
id,7,spasmus,spasmus,false
id,7,spastik,spastik,false
id,7,spatbor,spatbor,false
id,7,spatula,spatula,false
id,7,spelter,spelter,false
id,7,spesial,spesial,true
id,7,spesies,spesies,true
id,7,spikula,spikula,false
id,7,sponsor,sponsor,false
id,7,spontan,spontan,true
id,7,sportif,sportif,false
id,7,sputnik,sputnik,false
id,7,srempet,srempet,false
id,7,srikaya,srikaya,false
id,7,stadion,stadion,true
id,7,stadium,stadium,false
id,7,stagnan,stagnan,false
id,7,stambom,stambom,false
id,7,stambuk,stambuk,false
id,7,stambul,stambul,false
id,7,stamina,stamina,false
id,7,standar,standar,true
id,7,stapler,stapler,false
id,7,staples,staples,false
id,7,starter,starter,false
id,7,stasiun,stasiun,true
id,7,statika,statika,false
id,7,statuta,statuta,false
id,7,stearat,stearat,false
id,7,stearin,stearin,false
id,7,steatit,steatit,false
id,7,stempel,stempel,false
id,7,stengun,stengun,false
id,7,stensil,stensil,false
id,7,stepler,stepler,false
id,7,sternit,sternit,false
id,7,steroid,steroid,false
id,7,stibium,stibium,false
id,7,stibnit,stibnit,false
id,7,stirena,stirena,false
id,7,stoking,stoking,false
id,7,stomata,stomata,false
id,7,stoples,stoples,false
id,7,stranas,stranas,false
id,7,stratum,stratum,false
id,7,stratus,stratus,false
id,7,stresor,stresor,false
id,7,striasi,striasi,false
id,7,striker,striker,false
id,7,strimin,strimin,false
id,7,strudel,strudel,false
id,7,suanggi,suanggi,false
id,7,suarang,suarang,false
id,7,suasana,suasana,true
id,7,suberin,suberin,false
id,7,subhana,subhana,false
id,7,sublema,sublema,false
id,7,submenu,submenu,false
id,7,subplot,subplot,false
id,7,subsidi,subsidi,false
id,7,subteks,subteks,false
id,7,subunit,subunit,false
id,7,sudagar,sudagar,false
id,7,sudahan,sudahan,false
id,7,sufisme,sufisme,false
id,7,sugesti,sugesti,false
id,7,suguhan,suguhan,false
id,7,suiseki,suiseki,false
id,7,sujadah,sujadah,false
id,7,sukaria,sukaria,false
id,7,sukatan,sukatan,false
id,7,sukrase,sukrase,false
id,7,sukrosa,sukrosa,false
id,7,suksesi,suksesi,false
id,7,sukulen,sukulen,false
id,7,sulalah,sulalah,false
id,7,sulalat,sulalat,false
id,7,sulaman,sulaman,false
id,7,sulapan,sulapan,false
id,7,sulfida,sulfida,false
id,7,sultani,sultani,false
id,7,sulteng,sulteng,false
id,7,sumanda,sumanda,false
id,7,sumarah,sumarah,false
id,7,sumarak,sumarak,false
id,7,sumatif,sumatif,false
id,7,sumatra,sumatra,false
id,7,sumbang,sumbang,false
id,7,sumbawa,sumbawa,false
id,7,sumbian,sumbian,false
id,7,sumbing,sumbing,false
id,7,sumbung,sumbung,false
id,7,sumeleh,sumeleh,false
id,7,sumenep,sumenep,false
id,7,sumilir,sumilir,false
id,7,sumirat,sumirat,false
id,7,sumohai,sumohai,false
id,7,sumping,sumping,false
id,7,sumteng,sumteng,false
id,7,sumuran,sumuran,false
id,7,sunatan,sunatan,false
id,7,sundang,sundang,false
id,7,sundari,sundari,false
id,7,sunggau,sunggau,false
id,7,sunggit,sunggit,false
id,7,sungguh,sungguh,true
id,7,sungkah,sungkah,false
id,7,sungkai,sungkai,false
id,7,sungkal,sungkal,false
id,7,sungkan,sungkan,false
id,7,sungkap,sungkap,false
id,7,sungkem,sungkem,false
id,7,sungkit,sungkit,false
id,7,sungkuk,sungkuk,false
id,7,sungkul,sungkul,false
id,7,sungkum,sungkum,false
id,7,sungkup,sungkup,false
id,7,sungkur,sungkur,false
id,7,sunglap,sunglap,false
id,7,sungsum,sungsum,false
id,7,sunting,sunting,false
id,7,sunyata,sunyata,false
id,7,supiori,supiori,false
id,7,suplesi,suplesi,false
id,7,suratan,suratan,false
id,7,surgawi,surgawi,false
id,7,surogat,surogat,false
id,7,surplus,surplus,false
id,7,suruhan,suruhan,false
id,7,surukan,surukan,false
id,7,suryani,suryani,false
id,7,susilat,susilat,false
id,7,suslapa,suslapa,false
id,7,susukan,susukan,false
id,7,susulan,susulan,false
id,7,susunan,susunan,false
id,7,susupan,susupan,false
id,7,susuran,susuran,false
id,7,susutan,susutan,false
id,7,suudzan,suudzan,false
id,7,suvenir,suvenir,false
id,7,suwiran,suwiran,false
id,7,swaagih,swaagih,false
id,7,swabela,swabela,false
id,7,swadana,swadana,false
id,7,swadaya,swadaya,false
id,7,swadesi,swadesi,false
id,7,swafoto,swafoto,false
